S/NO.,TIME,STATION,IU,CASHCARD,VEHICLE,CARDTYPE,AMOUNT
852,6/6/22 17:17,Exit      ,C13470818099,0,,Season         ,$0.00 
853,6/6/22 17:19,Exit      ,C13471724785,0,,Season         ,$0.00 
854,6/6/22 17:21,Exit      ,C13474601064,0,,Season         ,$0.00 
855,6/6/22 17:23,Entry     ,C13388680949,0,,Hourly         ,$0.00 
856,6/6/22 17:25,Exit      ,C13474437302,0,,Season         ,$0.00 
857,6/6/22 17:26,Exit      ,C13472255391,0,,Use Ticket     ,$0.00 
858,6/6/22 17:26,Exit      ,C13474648693,0,,Use Ticket     ,$0.00 
859,6/6/22 17:30,Exit      ,C13388691881,1.11E+15,,Hourly         ,$3.72 
860,6/6/22 17:31,Exit      ,C13566474525,0,,Season         ,$0.00 
861,6/6/22 17:32,Entry     ,C13468343612,0,,Season         ,$0.00 
862,6/6/22 17:35,Exit      ,C13060101272,0,,Season         ,$0.00 
863,6/6/22 17:36,Exit      ,C13474772119,1.11E+15,,Hourly         ,$20.56 
864,6/6/22 17:38,Exit      ,C13473197343,0,,Season         ,$0.00 
865,6/6/22 17:39,Exit      ,C13468343612,0,,Season         ,$0.00 
866,6/6/22 17:41,Exit      ,C13566533264,0,,Season         ,$0.00 
867,6/6/22 17:43,Exit      ,C13467736593,1.11E+15,,Hourly         ,$12.96 
868,6/6/22 17:45,Exit      ,C13565788362,0,,Season         ,$0.00 
869,6/6/22 17:46,Exit      ,C13474839968,0,,Season         ,$0.00 
870,6/6/22 17:49,Exit      ,C13566352539,0,,Season         ,$0.00 
871,6/6/22 17:49,Exit      ,C13472814929,0,,Season         ,$0.00 
872,6/6/22 17:51,Exit      ,C13473875148,0,,Season         ,$0.00 
873,6/6/22 17:54,Exit      ,C13470823380,0,,Season         ,$0.00 
874,6/6/22 17:56,Exit      ,C13472444959,0,,Season         ,$0.00 
875,6/6/22 18:06,Entry     ,C13474571374,0,,Hourly         ,$0.00 
876,6/6/22 18:07,Exit      ,C13474571374,0,,Hourly         ,$0.00 
877,6/6/22 18:14,Exit      ,C13474648173,0,,Season         ,$0.00 
878,6/6/22 18:22,Exit      ,C13475214905,1.11E+15,,Hourly         ,$13.25 
879,6/6/22 18:22,Exit      ,C13471891516,0,,Season         ,$0.00 
880,6/6/22 18:26,Exit      ,C13475514638,0,,Season         ,$0.00 
881,6/6/22 18:36,Exit      ,C13473134123,0,,Season         ,$0.00 
882,6/6/22 18:36,Exit      ,C13471054099,0,,Season         ,$0.00 
883,6/6/22 18:44,Exit      ,C13473500827,0,,Season         ,$0.00 
884,6/6/22 18:47,Exit      ,C13388680949,1.11E+15,,Hourly         ,$4.48 
885,6/6/22 18:48,Exit      ,C13473037723,1.11E+15,,Hourly         ,$6.76 
886,6/6/22 18:50,Exit      ,C13566348834,0,,Use Ticket     ,$0.00 
887,6/6/22 18:52,Exit      ,C13475420908,0,,Season         ,$0.00 
888,6/6/22 18:59,Entry     ,C13468602761,0,,Hourly         ,$0.00 
889,6/6/22 19:00,Exit      ,C13474017112,0,,Season         ,$0.00 
890,6/6/22 19:00,Entry     ,C13470650172,0,,Season         ,$0.00 
891,6/6/22 19:04,Entry     ,C13375148347,0,,Hourly         ,$0.00 
892,6/6/22 19:11,Exit      ,C13474693365,0,,Season         ,$0.00 
893,6/6/22 19:44,Exit      ,C13468602761,1.11E+15,,Hourly         ,$3.00 
894,6/6/22 19:48,Exit      ,C13472201783,0,,Season         ,$0.00 
895,6/6/22 20:03,Exit      ,C13474976901,1.11E+15,,Hourly         ,$24.36 
896,6/6/22 20:40,Exit      ,C13375148347,1.11E+15,,Hourly         ,$3.00 
897,6/6/22 22:06,Exit      ,C13473417907,1.11E+15,,Hourly         ,$29.80 
898,6/6/22 23:23,Exit      ,C13472456098,0,,Season         ,$0.00 
899,7/6/22 06:13,Entry     ,C13471724785,0,,Season         ,$0.00 
900,7/6/22 07:15,Entry     ,C13565903053,0,,Season         ,$0.00 
901,7/6/22 07:16,Entry     ,C13470461157,0,,Season         ,$0.00 
902,7/6/22 07:34,Entry     ,C13566121918,0,,Season         ,$0.00 
903,7/6/22 07:35,Entry     ,C13475420908,0,,Season         ,$0.00 
904,7/6/22 07:39,Entry     ,C13474601064,0,,Season         ,$0.00 
905,7/6/22 07:53,Entry     ,C13374701517,0,,               ,$0.00 
906,7/6/22 07:58,Entry     ,C13473532757,0,,Season         ,$0.00 
907,7/6/22 08:00,Entry     ,C13565788362,0,,Season         ,$0.00 
908,7/6/22 08:01,Entry     ,C13471728958,0,,               ,$0.00 
909,7/6/22 08:01,Entry     ,C13474839968,0,,Season         ,$0.00 
910,7/6/22 08:03,Entry     ,C13472814929,0,,Season         ,$0.00 
911,7/6/22 08:05,Entry     ,C13472255391,0,,Hourly         ,$0.00 
912,7/6/22 08:07,Entry     ,C13374832221,0,,Hourly         ,$0.00 
913,7/6/22 08:09,Entry     ,C13566352539,0,,Season         ,$0.00 
914,7/6/22 08:10,Entry     ,C13475170990,0,,Hourly         ,$0.00 
915,7/6/22 08:24,Entry     ,C13566474525,0,,Season         ,$0.00 
916,7/6/22 08:27,Entry     ,C13473770570,0,,Season         ,$0.00 
917,7/6/22 08:28,Entry     ,C13472990276,0,,Season         ,$0.00 
918,7/6/22 08:34,Entry     ,C13474648173,0,,Season         ,$0.00 
919,7/6/22 08:43,Entry     ,C13475026805,0,,Season         ,$0.00 
920,7/6/22 08:44,Entry     ,C13472559297,0,,Season         ,$0.00 
921,7/6/22 08:44,Entry     ,C13473210056,0,,Season         ,$0.00 
922,7/6/22 08:50,Exit      ,C13470650172,0,,Season         ,$0.00 
923,7/6/22 08:50,Entry     ,C13474437302,0,,Season         ,$0.00 
924,7/6/22 08:51,Entry     ,C13471638926,0,,               ,$0.00 
925,7/6/22 08:54,Entry     ,C13469870746,0,,Hourly         ,$0.00 
926,7/6/22 08:54,Entry     ,C13472450116,0,,Hourly         ,$0.00 
927,7/6/22 08:57,Entry     ,C13474017112,0,,Season         ,$0.00 
928,7/6/22 08:58,Entry     ,C13472201783,0,,Season         ,$0.00 
929,7/6/22 09:09,Entry     ,C13474772119,0,,Hourly         ,$0.00 
930,7/6/22 09:13,Entry     ,C13566091244,0,,Season         ,$0.00 
931,7/6/22 09:16,Entry     ,C13474066333,0,,Hourly         ,$0.00 
932,7/6/22 09:16,Entry     ,C13565808591,0,,Season         ,$0.00 
933,7/6/22 09:17,Entry     ,C13474863035,0,,Hourly         ,$0.00 
934,7/6/22 09:21,Entry     ,C13565700094,0,,Season         ,$0.00 
935,7/6/22 09:21,Entry     ,C13474503499,0,,Season         ,$0.00 
936,7/6/22 09:22,Entry     ,C13470823380,0,,Season         ,$0.00 
937,7/6/22 09:27,Entry     ,C13470272306,0,,Season         ,$0.00 
938,7/6/22 09:27,Entry     ,C13468773264,0,,Season         ,$0.00 
939,7/6/22 09:36,Exit      ,C13474863035,1.11E+15,,Hourly         ,$0.76 
940,7/6/22 09:43,Entry     ,C13473500827,0,,Season         ,$0.00 
941,7/6/22 09:56,Entry     ,C13470650172,0,,Season         ,$0.00 
942,7/6/22 10:01,Entry     ,C13474976901,0,,Hourly         ,$0.00 
943,7/6/22 10:03,Entry     ,C13472313330,0,,Season         ,$0.00 
944,7/6/22 10:05,Exit      ,C13473532757,0,,Season         ,$0.00 
945,7/6/22 10:06,Entry     ,C13388908206,0,,Hourly         ,$0.00 
946,7/6/22 10:17,Entry     ,C13474220666,0,,Season         ,$0.00 
947,7/6/22 10:42,Entry     ,C13566377884,0,,Hourly         ,$0.00 
948,7/6/22 10:44,Exit      ,C13566377884,0,,Hourly         ,$0.00 
949,7/6/22 11:11,Exit      ,C13474066333,1.11E+15,,Hourly         ,$4.76 
950,7/6/22 11:13,Entry     ,C13469059605,0,,Hourly         ,$0.00 
951,7/6/22 11:16,Exit      ,C13469059605,0,,Hourly         ,$0.00 
952,7/6/22 11:23,Entry     ,C13474993820,0,,Season         ,$0.00 
953,7/6/22 11:42,Exit      ,C13388908206,1.11E+15,,Hourly         ,$4.31 
954,7/6/22 11:47,Entry     ,C13475378787,0,,Season         ,$0.00 
955,7/6/22 11:49,Entry     ,C13566530418,0,,Season         ,$0.00 
956,7/6/22 11:59,Exit      ,C13566530418,0,,Season         ,$0.00 
957,7/6/22 12:08,Exit      ,C13474437302,0,,Season         ,$0.00 
958,7/6/22 12:18,Entry     ,C13566377884,0,,Hourly         ,$0.00 
959,7/6/22 12:19,Exit      ,C13566377884,0,,Hourly         ,$0.00 
960,7/6/22 12:56,Exit      ,C13474772119,1.11E+15,,Hourly         ,$10.29 
961,7/6/22 13:02,Entry     ,C13470975973,0,,Hourly         ,$0.00 
962,7/6/22 13:38,Entry     ,C13566448998,0,,Hourly         ,$0.00 
963,7/6/22 13:39,Entry     ,C13470301014,0,,               ,$0.00 
964,7/6/22 13:39,Entry     ,C13475070656,0,,Hourly         ,$0.00 
965,7/6/22 13:46,Exit      ,C13475170990,0,,Use Ticket     ,$0.00 
966,7/6/22 13:54,Entry     ,C13472586513,0,,Hourly         ,$0.00 
967,7/6/22 13:54,Entry     ,C13566050539,0,,Hourly         ,$0.00 
968,7/6/22 14:02,Entry     ,C13474437302,0,,Season         ,$0.00 
969,7/6/22 14:11,Entry     ,C13388052781,0,,Hourly         ,$0.00 
970,7/6/22 14:14,Exit      ,C13470301014,1.11E+15,,               ,$1.16 
971,7/6/22 14:22,Exit      ,C13474993820,0,,Season         ,$0.00 
972,7/6/22 14:22,Entry     ,C13472456098,0,,Season         ,$0.00 
973,7/6/22 14:38,Exit      ,C13566448998,1.11E+15,,Hourly         ,$2.66 
974,7/6/22 14:56,Entry     ,C13474772119,0,,Hourly         ,$0.00 
975,7/6/22 15:04,Exit      ,C13470650172,0,,Season         ,$0.00 
976,7/6/22 15:08,Exit      ,C13470975973,1.11E+15,,Hourly         ,$5.66 
977,7/6/22 15:17,Exit      ,C13475070656,1.11E+15,,Hourly         ,$4.17 
978,7/6/22 15:18,Exit      ,C13388052781,1.11E+15,,Hourly         ,$2.68 
979,7/6/22 15:36,Exit      ,C13566050539,1.11E+15,,Hourly         ,$4.18 
980,7/6/22 15:39,Entry     ,C13470431465,0,,Hourly         ,$0.00 
981,7/6/22 15:46,Exit      ,C13473770570,0,,Season         ,$0.00 
982,7/6/22 16:00,Exit      ,C13474839968,0,,Season         ,$0.00 
983,7/6/22 16:04,Exit      ,C13374701517,0,,Use Ticket     ,$0.00 
984,7/6/22 16:17,Exit      ,C13474220666,0,,Season         ,$0.00 
985,7/6/22 16:21,Exit      ,C13472559297,0,,Season         ,$0.00 
986,7/6/22 16:35,Exit      ,C13566474525,0,,Season         ,$0.00 
987,7/6/22 16:52,Exit      ,C13565808591,0,,Season         ,$0.00 
988,7/6/22 17:02,Exit      ,C13565903053,0,,Season         ,$0.00 
989,7/6/22 17:06,Exit      ,C13474772119,1.11E+15,,Hourly         ,$5.20 
990,7/6/22 17:07,Exit      ,C13474437302,0,,Season         ,$0.00 
991,7/6/22 17:08,Exit      ,C13471724785,0,,Season         ,$0.00 
992,7/6/22 17:08,Exit      ,C13471728958,0,,Use Ticket     ,$0.00 
993,7/6/22 17:15,Exit      ,C13472586513,1.11E+15,,Hourly         ,$8.14 
994,7/6/22 17:17,Exit      ,C13470823380,0,,Season         ,$0.00 
995,7/6/22 17:18,Exit      ,C13474601064,0,,Season         ,$0.00 
996,7/6/22 17:20,Exit      ,C13474503499,0,,Season         ,$0.00 
997,7/6/22 17:22,Exit      ,C13470461157,0,,Season         ,$0.00 
998,7/6/22 17:28,Exit      ,C13470272306,0,,Season         ,$0.00 
999,7/6/22 17:31,Exit      ,C13566121918,0,,Season         ,$0.00 
1000,7/6/22 17:32,Exit      ,C13472255391,0,,Use Ticket     ,$0.00 
1001,7/6/22 17:34,Exit      ,C13470431465,1.11E+15,,Hourly         ,$4.64 
1002,7/6/22 17:36,Entry     ,C13565979835,0,,Hourly         ,$0.00 
1003,7/6/22 17:37,Entry     ,C13475492238,0,,Hourly         ,$0.00 
1004,7/6/22 17:37,Exit      ,C13471638926,0,,Use Ticket     ,$0.00 
1005,7/6/22 17:38,Entry     ,C13566448998,0,,Hourly         ,$0.00 
1006,7/6/22 17:40,Exit      ,C13565700094,0,,Season         ,$0.00 
1007,7/6/22 17:46,Exit      ,C13472814929,0,,Season         ,$0.00 
1008,7/6/22 17:46,Exit      ,C13472990276,0,,Season         ,$0.00 
1009,7/6/22 17:46,Exit      ,C13565788362,0,,Season         ,$0.00 
1010,7/6/22 17:50,Exit      ,C13566352539,0,,Season         ,$0.00 
1011,7/6/22 17:53,Exit      ,C13475492238,1.11E+15,,Hourly         ,$0.68 
1012,7/6/22 17:57,Exit      ,C13474976901,1.11E+15,,Hourly         ,$20.88 
1013,7/6/22 17:57,Exit      ,C13374832221,0,,Use Ticket     ,$0.00 
1014,7/6/22 18:00,Exit      ,C13475026805,0,,Season         ,$0.00 
1015,7/6/22 18:16,Entry     ,C13469043599,0,,Hourly         ,$0.00 
1016,7/6/22 18:20,Exit      ,C13473500827,0,,Season         ,$0.00 
1017,7/6/22 18:25,Entry     ,C13472910268,0,,Hourly         ,$0.00 
1018,7/6/22 18:26,Exit      ,C13474648173,0,,Season         ,$0.00 
1019,7/6/22 18:27,Exit      ,C13475378787,0,,Season         ,$0.00 
1020,7/6/22 18:28,Exit      ,C13566091244,0,,Season         ,$0.00 
1021,7/6/22 18:34,Exit      ,C13472910268,0,,Hourly         ,$0.00 
1022,7/6/22 18:37,Entry     ,C13472910268,0,,Hourly         ,$0.00 
1023,7/6/22 18:37,Entry     ,C13470650172,0,,Season         ,$0.00 
1024,7/6/22 18:40,Exit      ,C13475420908,0,,Season         ,$0.00 
1025,7/6/22 18:40,Exit      ,C13469870746,0,,Use Ticket     ,$0.00 
1026,7/6/22 18:43,Exit      ,C13472201783,0,,Season         ,$0.00 
1027,7/6/22 18:44,Entry     ,C13468051791,0,,Hourly         ,$0.00 
1028,7/6/22 18:47,Entry     ,C13471880872,0,,Hourly         ,$0.00 
1029,7/6/22 18:47,Exit      ,C13474017112,0,,Season         ,$0.00 
1030,7/6/22 18:48,Entry     ,C13472173750,0,,Hourly         ,$0.00 
1031,7/6/22 18:57,Exit      ,C13472450116,0,,Use Ticket     ,$0.00 
1032,7/6/22 19:08,Entry     ,C13472056047,0,,Hourly         ,$0.00 
1033,7/6/22 19:09,Exit      ,C13468773264,0,,Season         ,$0.00 
1034,7/6/22 19:15,Entry     ,C13470986483,0,,Hourly         ,$0.00 
1035,7/6/22 19:25,Exit      ,C13474601064,0,,Season         ,$0.00 
1036,7/6/22 19:37,Entry     ,C13470874515,0,,Hourly         ,$0.00 
1037,7/6/22 20:08,Exit      ,C13470986483,1.11E+15,,Hourly         ,$3.00 
1038,7/6/22 20:14,Entry     ,C13473667645,0,,Hourly         ,$0.00 
1039,7/6/22 20:25,Exit      ,C13472456098,0,,Season         ,$0.00 
1040,7/6/22 20:41,Exit      ,C13470874515,1.11E+15,,Hourly         ,$3.00 
1041,7/6/22 20:44,Exit      ,C13473210056,0,,Season         ,$0.00 
1042,7/6/22 20:50,Entry     ,C13471639041,0,,Hourly         ,$0.00 
1043,7/6/22 21:01,Exit      ,C13472173750,1.00E+15,,Hourly         ,$3.00 
1044,7/6/22 21:16,Exit      ,C13472313330,0,,Season         ,$0.00 
1045,7/6/22 21:17,Entry     ,C13470461561,0,,Hourly         ,$0.00 
1046,7/6/22 21:22,Exit      ,C13566448998,1.11E+15,,Hourly         ,$3.88 
1047,7/6/22 21:58,Exit      ,C13473667645,1.11E+15,,Hourly         ,$3.00 
1048,7/6/22 22:15,Exit      ,C13471880872,1.11E+15,,Hourly         ,$3.00 
1049,7/6/22 22:35,Exit      ,C13468051791,1.11E+15,,Hourly         ,$3.00 
1050,7/6/22 22:37,Exit      ,C13472056047,1.11E+15,,Hourly         ,$3.00 
1051,7/6/22 23:08,Exit      ,C13470461561,1.11E+15,,Hourly         ,$3.00 
1052,7/6/22 23:08,Exit      ,C13471639041,1.11E+15,,Hourly         ,$3.00 
1053,7/6/22 23:12,Exit      ,C13565979835,1.11E+15,,Hourly         ,$3.96 
1054,8/6/22 06:13,Entry     ,C13471724785,0,,Season         ,$0.00 
1055,8/6/22 07:12,Entry     ,C13565903053,0,,Season         ,$0.00 
1056,8/6/22 07:12,Entry     ,C13470461157,0,,Season         ,$0.00 
1057,8/6/22 07:21,Entry     ,C13566121918,0,,Season         ,$0.00 
1058,8/6/22 07:28,Entry     ,C13471891516,0,,Season         ,$0.00 
1059,8/6/22 07:40,Entry     ,C13475420908,0,,Season         ,$0.00 
1060,8/6/22 07:45,Entry     ,C13474601064,0,,Season         ,$0.00 
1061,8/6/22 07:48,Entry     ,C13474691731,0,,               ,$0.00 
1062,8/6/22 07:52,Entry     ,C13473197343,0,,Season         ,$0.00 
1063,8/6/22 07:54,Entry     ,C13471757166,0,,Season         ,$0.00 
1064,8/6/22 07:58,Entry     ,C13475456517,0,,Hourly         ,$0.00 
1065,8/6/22 07:58,Entry     ,C13374701517,0,,               ,$0.00 
1066,8/6/22 08:04,Entry     ,C13374832221,0,,Hourly         ,$0.00 
1067,8/6/22 08:09,Entry     ,C13472907504,0,,Season         ,$0.00 
1068,8/6/22 08:09,Entry     ,C13473875148,0,,Season         ,$0.00 
1069,8/6/22 08:09,Entry     ,C13472983023,0,,Season         ,$0.00 
1070,8/6/22 08:11,Entry     ,C13472814929,0,,Season         ,$0.00 
1071,8/6/22 08:20,Entry     ,C13474031805,0,,Season         ,$0.00 
1072,8/6/22 08:21,Entry     ,C13472281179,0,,Season         ,$0.00 
1073,8/6/22 08:21,Entry     ,C13475514638,0,,Season         ,$0.00 
1074,8/6/22 08:24,Entry     ,C13474839968,0,,Season         ,$0.00 
1075,8/6/22 08:29,Entry     ,C13472444959,0,,Season         ,$0.00 
1076,8/6/22 08:29,Entry     ,C13060101272,0,,Season         ,$0.00 
1077,8/6/22 08:38,Entry     ,C13474114661,0,,Season         ,$0.00 
1078,8/6/22 08:39,Entry     ,C13566348834,0,,               ,$0.00 
1079,8/6/22 08:39,Entry     ,C13566474525,0,,Season         ,$0.00 
1080,8/6/22 08:41,Entry     ,C13471638926,0,,               ,$0.00 
1081,8/6/22 08:43,Entry     ,C13469870746,0,,Hourly         ,$0.00 
1082,8/6/22 08:46,Entry     ,C13473210056,0,,Season         ,$0.00 
1083,8/6/22 08:49,Entry     ,C13566533264,0,,Season         ,$0.00 
1084,8/6/22 08:52,Entry     ,C13474821932,0,,Season         ,$0.00 
1085,8/6/22 08:53,Entry     ,C13471773724,0,,               ,$0.00 
1086,8/6/22 08:58,Entry     ,C13473134123,0,,Season         ,$0.00 
1087,8/6/22 09:00,Entry     ,C13565859601,0,,               ,$0.00 
1088,8/6/22 09:02,Exit      ,C13565859601,0,,               ,$0.00 
1089,8/6/22 09:04,Entry     ,C13565816759,0,,Hourly         ,$0.00 
1090,8/6/22 09:16,Entry     ,C13472456098,0,,Season         ,$0.00 
1091,8/6/22 09:18,Entry     ,C13565808591,0,,Season         ,$0.00 
1092,8/6/22 09:19,Entry     ,C13474693365,0,,Season         ,$0.00 
1093,8/6/22 09:23,Entry     ,C13565700094,0,,Season         ,$0.00 
1094,8/6/22 09:24,Entry     ,C13468773264,0,,Season         ,$0.00 
1095,8/6/22 09:24,Entry     ,C13472694076,0,,Hourly         ,$0.00 
1096,8/6/22 09:30,Entry     ,C13475170990,0,,Hourly         ,$0.00 
1097,8/6/22 09:35,Exit      ,C13472694076,1.11E+15,,Hourly         ,$0.44 
1098,8/6/22 09:41,Entry     ,C13474802710,0,,Season         ,$0.00 
1099,8/6/22 09:46,Entry     ,C13475378787,0,,Season         ,$0.00 
1100,8/6/22 09:49,Entry     ,C13474976901,0,,Hourly         ,$0.00 
1101,8/6/22 09:53,Exit      ,C13474821932,0,,Season         ,$0.00 
1102,8/6/22 09:53,Entry     ,C13473132573,0,,Season         ,$0.00 
1103,8/6/22 10:11,Exit      ,C13470461157,0,,Season         ,$0.00 
1104,8/6/22 10:11,Entry     ,C13565877076,0,,Hourly         ,$0.00 
1105,8/6/22 10:14,Entry     ,C13566091244,0,,Season         ,$0.00 
1106,8/6/22 10:20,Entry     ,C13388035612,0,,Hourly         ,$0.00 
1107,8/6/22 10:23,Entry     ,C13473388603,0,,Hourly         ,$0.00 
1108,8/6/22 11:03,Exit      ,C13470650172,0,,Season         ,$0.00 
1109,8/6/22 11:24,Entry     ,C13471954827,0,,Hourly         ,$0.00 
1110,8/6/22 11:24,Exit      ,C13475378787,0,,Season         ,$0.00 
1111,8/6/22 11:26,Exit      ,C13472983023,0,,Season         ,$0.00 
1112,8/6/22 11:28,Exit      ,C13473388603,1.11E+15,,Hourly         ,$2.93 
1113,8/6/22 11:30,Exit      ,C13471954827,0,,Hourly         ,$0.00 
1114,8/6/22 11:33,Exit      ,C13388035612,1.11E+15,,Hourly         ,$3.30 
1115,8/6/22 11:38,Entry     ,C13473545552,0,,Hourly         ,$0.00 
1116,8/6/22 11:41,Exit      ,C13565877076,1.11E+15,,Hourly         ,$4.06 
1117,8/6/22 12:00,Entry     ,C13470650172,0,,Season         ,$0.00 
1118,8/6/22 12:00,Entry     ,C13473770570,0,,Season         ,$0.00 
1119,8/6/22 12:10,Exit      ,C13471638926,1.11E+15,,               ,$6.38 
1120,8/6/22 12:11,Entry     ,C13472775331,0,,Hourly         ,$0.00 
1121,8/6/22 12:48,Entry     ,C13472056219,0,,Hourly         ,$0.00 
1122,8/6/22 12:50,Exit      ,C13472775331,1.11E+15,,Hourly         ,$2.00 
1123,8/6/22 12:59,Entry     ,C13473295814,0,,Hourly         ,$0.00 
1124,8/6/22 13:07,Entry     ,C13475378787,0,,Season         ,$0.00 
1125,8/6/22 13:19,Exit      ,C13470650172,0,,Season         ,$0.00 
1126,8/6/22 13:20,Exit      ,C13474601064,0,,Season         ,$0.00 
1127,8/6/22 13:24,Exit      ,C13472056219,1.11E+15,,Hourly         ,$1.80 
1128,8/6/22 13:25,Entry     ,C13389013336,0,,Hourly         ,$0.00 
1129,8/6/22 13:45,Exit      ,C13389013336,1.11E+15,,Hourly         ,$1.00 
1130,8/6/22 13:51,Entry     ,C13472983023,0,,Season         ,$0.00 
1131,8/6/22 13:58,Entry     ,C13473075145,0,,Hourly         ,$0.00 
1132,8/6/22 14:10,Entry     ,C13388492414,0,,Hourly         ,$0.00 
1133,8/6/22 14:19,Exit      ,C13473295814,1.11E+15,,Hourly         ,$3.85 
1134,8/6/22 14:22,Exit      ,C13473770570,0,,Season         ,$0.00 
1135,8/6/22 14:23,Entry     ,C13473770570,0,,Season         ,$0.00 
1136,8/6/22 14:33,Entry     ,C13470243670,0,,Hourly         ,$0.00 
1137,8/6/22 14:37,Exit      ,C13388492414,1.11E+15,,Hourly         ,$1.08 
1138,8/6/22 14:39,Exit      ,C13473770570,0,,Season         ,$0.00 
1139,8/6/22 14:49,Exit      ,C13473075145,1.11E+15,,Hourly         ,$2.10 
1140,8/6/22 14:55,Entry     ,C13473224544,0,,Hourly         ,$0.00 
1141,8/6/22 15:05,Entry     ,C13389063183,0,,Hourly         ,$0.00 
1142,8/6/22 15:31,Entry     ,C13471178693,0,,Hourly         ,$0.00 
1143,8/6/22 15:39,Exit      ,C13474839968,0,,Season         ,$0.00 
1144,8/6/22 15:43,Exit      ,C13475378787,0,,Season         ,$0.00 
1145,8/6/22 15:46,Exit      ,C13565808591,0,,Season         ,$0.00 
1146,8/6/22 15:55,Exit      ,C13374701517,0,,Use Ticket     ,$0.00 
1147,8/6/22 15:59,Entry     ,C13473463968,0,,Hourly         ,$0.00 
1148,8/6/22 16:04,Entry     ,C13387968193,0,,Hourly         ,$0.00 
1149,8/6/22 16:05,Entry     ,C13470650172,0,,Season         ,$0.00 
1150,8/6/22 16:12,Exit      ,C13473545552,0,,Use Ticket     ,$0.00 
1151,8/6/22 16:19,Exit      ,C13473224544,1.11E+15,,Hourly         ,$3.36 
1152,8/6/22 16:19,Exit      ,C13389063183,1.11E+15,,Hourly         ,$3.00 
1153,8/6/22 16:25,Exit      ,C13387968193,1.11E+15,,Hourly         ,$0.88 
1154,8/6/22 16:30,Exit      ,C13566533264,0,,Season         ,$0.00 
1155,8/6/22 16:34,Exit      ,C13566121918,0,,Season         ,$0.00 
1156,8/6/22 16:39,Exit      ,C13473463968,1.11E+15,,Hourly         ,$1.60 
1157,8/6/22 16:58,Exit      ,C13565903053,0,,Season         ,$0.00 
1158,8/6/22 17:01,Entry     ,C13468670065,0,,Hourly         ,$0.00 
1159,8/6/22 17:02,Exit      ,C13470650172,0,,Season         ,$0.00 
1160,8/6/22 17:17,Exit      ,C13468670065,1.11E+15,,Hourly         ,$0.68 
1161,8/6/22 17:27,Exit      ,C13475456517,0,,Use Ticket     ,$0.00 
1162,8/6/22 17:29,Exit      ,C13471724785,0,,Season         ,$0.00 
1163,8/6/22 17:36,Exit      ,C13474691731,0,,Use Ticket     ,$0.00 
1164,8/6/22 17:37,Exit      ,C13060101272,0,,Season         ,$0.00 
1165,8/6/22 17:39,Entry     ,C13470650172,0,,Season         ,$0.00 
1166,8/6/22 17:43,Exit      ,C13374832221,0,,Use Ticket     ,$0.00 
1167,8/6/22 17:45,Exit      ,C13473875148,0,,Season         ,$0.00 
1168,8/6/22 17:50,Exit      ,C13473197343,0,,Season         ,$0.00 
1169,8/6/22 17:53,Exit      ,C13475170990,0,,Use Ticket     ,$0.00 
1170,8/6/22 17:56,Exit      ,C13471757166,0,,Season         ,$0.00 
1171,8/6/22 17:56,Entry     ,C13471279663,0,,Hourly         ,$0.00 
1172,8/6/22 17:58,Entry     ,C13566591632,0,,Hourly         ,$0.00 
1173,8/6/22 18:00,Exit      ,C13471178693,1.11E+15,,Hourly         ,$8.96 
1174,8/6/22 18:02,Exit      ,C13471279663,0,,Hourly         ,$0.00 
1175,8/6/22 18:07,Exit      ,C13472814929,0,,Season         ,$0.00 
1176,8/6/22 18:07,Exit      ,C13471773724,0,,Use Ticket     ,$0.00 
1177,8/6/22 18:09,Exit      ,C13472907504,0,,Season         ,$0.00 
1178,8/6/22 18:13,Exit      ,C13565816759,0,,Use Ticket     ,$0.00 
1179,8/6/22 18:16,Entry     ,C13468051791,0,,Hourly         ,$0.00 
1180,8/6/22 18:16,Exit      ,C13565700094,0,,Season         ,$0.00 
1181,8/6/22 18:17,Exit      ,C13474114661,0,,Season         ,$0.00 
1182,8/6/22 18:18,Exit      ,C13468773264,0,,Season         ,$0.00 
1183,8/6/22 18:19,Entry     ,C13472910268,0,,Hourly         ,$0.00 
1184,8/6/22 18:20,Exit      ,C13472910268,0,,Hourly         ,$0.00 
1185,8/6/22 18:22,Exit      ,C13566091244,0,,Season         ,$0.00 
1186,8/6/22 18:22,Exit      ,C13469870746,0,,Use Ticket     ,$0.00 
1187,8/6/22 18:24,Exit      ,C13470243670,1.11E+15,,Hourly         ,$11.28 
1188,8/6/22 18:25,Entry     ,C13473063189,0,,Hourly         ,$0.00 
1189,8/6/22 18:26,Exit      ,C13471891516,0,,Season         ,$0.00 
1190,8/6/22 18:30,Exit      ,C13474031805,0,,Season         ,$0.00 
1191,8/6/22 18:35,Entry     ,C13387968193,0,,Hourly         ,$0.00 
1192,8/6/22 18:37,Exit      ,C13566591632,1.11E+15,,Hourly         ,$3.08 
1193,8/6/22 18:37,Entry     ,C13473532757,0,,Season         ,$0.00 
1194,8/6/22 18:38,Exit      ,C13475514638,0,,Season         ,$0.00 
1195,8/6/22 18:43,Exit      ,C13472281179,0,,Season         ,$0.00 
1196,8/6/22 18:45,Exit      ,C13473134123,0,,Season         ,$0.00 
1197,8/6/22 18:47,Exit      ,C13387968193,1.11E+15,,Hourly         ,$3.00 
